//Indexing Sort Option: ALPHA
//_______________________________________________________________________
// Column 1 = Bank Number and State Number.
// Column 2 = Bank Type (NA - NAB AGENT, NB - NAB BANK,NN- NON NAB(other banks))
// Column 3 = maximum value
//_______________________________________________________________________
//

341,NA,999999999999
342,NA,999999999999
343,NA,999999999999
344,NA,999999999999
345,NA,999999999999
346,NA,999999999999
347,NA,999999999999
348,NA,999999999999
349,NA,999999999999
917,NA,999999999999
622,NA,999999999999
623,NA,999999999999
624,NA,999999999999
625,NA,999999999999
626,NA,999999999999
627,NA,999999999999
200,NA,999999999999
201,NA,999999999999
202,NA,999999999999
203,NA,999999999999
204,NA,999999999999
205,NA,999999999999
206,NA,999999999999
207,NA,999999999999
208,NA,999999999999
209,NA,999999999999
639,NA,999999999999
313,NA,999999999999
642,NA,999999999999
653,NA,999999999999
812,NA,999999999999
813,NA,999999999999
814,NA,999999999999
815,NA,999999999999
819,NA,999999999999
817,NA,999999999999
942,NA,999999999999
952,NA,999999999999
985,NA,999999999999
