//Indexing Sort Option: ALPHA
//Modification History:
//2015-05-06		Dinesh		Added Column-4
//2015-05-25        Dinesh      Added NAB Internal BSB (State 1 for Bank codes 05, 08, 75 and 78)
//2015-06-01        Dinesh      Added NAB CreditCard Bank States
//2015-07-01        Dinesh      Chase Manhattan Bank changed to JPMorgan Chase Bank and with JPM EndPoint
//2015-07-16        Dinesh      Added CUS (Agency Bank name) for additional NBFIs
//2015-08-26        Dinesh      Commented Morgan Guaranty (BankNumber 920)
//_______________________________________________________________________
// Column 1 = Bank Number and State Number.
// Column 2 = Bank Name
// Column 3 = Bank Name for Reporting only, not used in Viva Validation. 
// Column 4 = Agency Bank Name (only Populated where specific handling is required for Image Exchange files)
//
// *****************************************************************************************
// Inserts to this table should have a corresponding entry into the Rem_Ind table
// ******************************************************************************************
246,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
247,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
248,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank
249,NAB,National Australia Bank,CIT,CIT,1,0,1 // CitiBank

340,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
341,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
342,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
343,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
344,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
345,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
346,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
347,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
348,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust
349,NAB,National Australia Bank, ,HBA,1,1,1 // Hongkong Bank Aust


917,NAB,National Australia Bank,ARB,ARA,1,1,1 // ARAB BANK
752,NAB,National Australia Bank, ,NAB,1,0, // For Value
753,NAB,National Australia Bank, ,NAB,1,0, // For Value
754,NAB,National Australia Bank, ,NAB,1,0, // For Value
755,NAB,National Australia Bank, ,NAB,1,0, // For Value
756,NAB,National Australia Bank, ,NAB,1,0, // For Value
757,NAB,National Australia Bank, ,NAB,1,0, // For Value
622,NAB,National Australia Bank, ,NAB,1,0, // Aust Resource Development Bank - For Value
623,NAB,National Australia Bank, ,NAB,1,0, // Aust Resource Development Bank - For Value
624,NAB,National Australia Bank, ,NAB,1,0, // Aust Resource Development Bank - For Value
625,NAB,National Australia Bank, ,NAB,1,0,// Aust Resource Development Bank - For Value
626,NAB,National Australia Bank, ,NAB,1,0,// Aust Resource Development Bank - For Value
627,NAB,National Australia Bank, ,NAB,1,0,// Aust Resource Development Bank - For Value

200,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value
201,NAB,National Australia Bank, ,BNZ,1,0,// Bank Of NewZealand - For Value
202,NAB,National Australia Bank, ,BNZ,1,0,// Bank Of NewZealand - For Value
203,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value
204,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value
205,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value
206,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value
207,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value
208,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value
209,NAB,National Australia Bank, ,BNZ,1,0, // Bank Of NewZealand - For Value

092,RBA,Reserve Bank of Australia, , , , , 
093,RBA,Reserve Bank of Australia, , , , , 
094,RBA,Reserve Bank of Australia, , , , , 
095,RBA,Reserve Bank of Australia, , , , , 
096,RBA,Reserve Bank of Australia, , , , , 
097,RBA,Reserve Bank of Australia, , , , , 

646,ANZ,Australia & New Zealand Banking Group Limited, , , , , // Maitland Mutual Building Society Limited
639,NAB,National Australia Bank, ,HBS,1,1,1 // Home Building Society
313,NAB,National Australia Bank,CUS,CUS,1,1,1 // MECU
642,NAB,National Australia Bank,CUS,CUS,1,1,1 // Australian Defence Credit Union
653,NAB,National Australia Bank, ,PBS,1,1,1// Pioneer Permanent Building Society
801,NAB,National Australia Bank,CUS,CUS,1,1,1 // Cuscal
802,NAB,National Australia Bank,CUS,CUS,1,1,1 // Cuscal
803,NAB,National Australia Bank,CUS,CUS,1,1,1 // Cuscal
804,NAB,National Australia Bank,CUS,CUS,1,1,1 // Cuscal
805,NAB,National Australia Bank,CUS,CUS,1,1,1 // Cuscal
806,NAB,National Australia Bank,CUS,CUS,1,1,1 // Cuscal
807,NAB,National Australia Bank,CUS,CUS,1,1,1 // Cuscal
812,NAB,National Australia Bank,CUS,CUS,1,1,1 // Teachers Credit Union
813,NAB,National Australia Bank,CUS,CUS,1,1,1 // Capricornia Credit Union
814,NAB,National Australia Bank,CUS,CUS,1,1,1 // Credit Union of Australia
815,NAB,National Australia Bank,CUS,CUS,1,1,1 // Police Department Employees Credit Union
819,NAB,National Australia Bank, ,ICB,1,1, // Industrial and Commercial Bank of China
817,NAB,National Australia Bank,CUS,CUS,1,1,1 // Warwick Credit Union Ltd.
942,NAB,National Australia Bank, ,BHB,1,1,1 // Beirut Hellenic Bank Ltd
952,NAB,National Australia Bank, ,RBS,0,0, // The Royal Bank of Scotland
985,NAB,National Australia Bank, ,HBS,1,1,1 // HSBC

991,NAB,National Australia Bank, , , , ,  // Locked box
992,NAB,National Australia Bank, , , , ,  // Locked box
994,NAB,National Australia Bank, , , , ,  // Locked box
083,NAB,National Australia Bank, , , , ,  // Locked box


//NAB Credit Cards
